CVE_ID;Vendor;Product;VersionStart;VersionEnd;CVSS;Summary
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21908;juniper;junos_os_evolved;;;7.5;"A Use After Free vulnerability was identified in the 802.1X authentication daemon (dot1xd) of Juniper Networks Junos OS and Junos OS Evolved that could allow an authenticated, network-adjacent attacker flapping a port to crash the dot1xd process, leading to a Denial of Service (DoS), or potentially execute arbitrary code within the context of the process running as root.

The issue is specific to the processing of a change in authorization (CoA) when a port bounce occurs. A pointer is freed but was then referenced later in the same code path. Successful exploitation is outside the attacker's direct control due to the specific timing of the two events required to execute the vulnerable code path.

This issue affects systems with 802.1X authentication port-based network access control (PNAC) enabled.
This issue affects:

Junos OS: 



  *  from 23.2R2-S1 before 23.2R2-S5, 
  *  from 23.4R2 before 23.4R2-S6, 
  *  from 24.2 before 24.2R2-S3, 
  *  from 24.4 before 24.4R2-S1, 
  *  from 25.2 before 25.2R1-S2, 25.2R2; 




Junos OS Evolved: 



  *  from 23.2R2-S1 before 23.2R2-S5-EVO, 
  *  from 23.4R2 before 23.4R2-S6-EVO, 
  *  from 24.2 before 24.2R2-S3-EVO, 
  *  from 24.4 before 24.4R2-S1-EVO, 
  *  from 25.2 before 25.2R1-S2-EVO, 25.2R2-EVO."
CVE-2026-21909;juniper;junos;;;7.1;"A Missing Release of Memory after Effective Lifetime vulnerability in the routing protocol daemon (rpd) Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated attacker controlling an adjacent IS-IS neighbor to send a specific update packet causing a memory leak. Continued receipt and processing of these packets will exhaust all available memory, crashing rpd and creating a Denial of Service (DoS) condition.

Memory usage can be monitored through the use of the 'show task memory detail' command. For example:

user@junos> show task memory detail | match ted-infra
  TED-INFRA-COOKIE             25     1072       28     1184       229



user@junos> 

show task memory detail | match ted-infra
  TED-INFRA-COOKIE             31     1360       34     1472       307

This issue affects:

Junos OS: 

  *  from 23.2 before 23.2R2, 
  *  from 23.4 before 23.4R1-S2, 23.4R2, 
  *  from 24.1 before 24.1R2; 


Junos OS Evolved: 

  *  from 23.2 before 23.2R2-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO, 
  *  from 24.1 before 24.1R2-EVO.


This issue does not affect Junos OS versions before 23.2R1 or Junos OS Evolved versions before 23.2R1-EVO."
CVE-2026-21909;juniper;junos;;;7.1;"A Missing Release of Memory after Effective Lifetime vulnerability in the routing protocol daemon (rpd) Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated attacker controlling an adjacent IS-IS neighbor to send a specific update packet causing a memory leak. Continued receipt and processing of these packets will exhaust all available memory, crashing rpd and creating a Denial of Service (DoS) condition.

Memory usage can be monitored through the use of the 'show task memory detail' command. For example:

user@junos> show task memory detail | match ted-infra
  TED-INFRA-COOKIE             25     1072       28     1184       229



user@junos> 

show task memory detail | match ted-infra
  TED-INFRA-COOKIE             31     1360       34     1472       307

This issue affects:

Junos OS: 

  *  from 23.2 before 23.2R2, 
  *  from 23.4 before 23.4R1-S2, 23.4R2, 
  *  from 24.1 before 24.1R2; 


Junos OS Evolved: 

  *  from 23.2 before 23.2R2-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO, 
  *  from 24.1 before 24.1R2-EVO.


This issue does not affect Junos OS versions before 23.2R1 or Junos OS Evolved versions before 23.2R1-EVO."
CVE-2026-21909;juniper;junos;;;7.1;"A Missing Release of Memory after Effective Lifetime vulnerability in the routing protocol daemon (rpd) Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated attacker controlling an adjacent IS-IS neighbor to send a specific update packet causing a memory leak. Continued receipt and processing of these packets will exhaust all available memory, crashing rpd and creating a Denial of Service (DoS) condition.

Memory usage can be monitored through the use of the 'show task memory detail' command. For example:

user@junos> show task memory detail | match ted-infra
  TED-INFRA-COOKIE             25     1072       28     1184       229



user@junos> 

show task memory detail | match ted-infra
  TED-INFRA-COOKIE             31     1360       34     1472       307

This issue affects:

Junos OS: 

  *  from 23.2 before 23.2R2, 
  *  from 23.4 before 23.4R1-S2, 23.4R2, 
  *  from 24.1 before 24.1R2; 


Junos OS Evolved: 

  *  from 23.2 before 23.2R2-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO, 
  *  from 24.1 before 24.1R2-EVO.


This issue does not affect Junos OS versions before 23.2R1 or Junos OS Evolved versions before 23.2R1-EVO."
CVE-2026-21909;juniper;junos;;;7.1;"A Missing Release of Memory after Effective Lifetime vulnerability in the routing protocol daemon (rpd) Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated attacker controlling an adjacent IS-IS neighbor to send a specific update packet causing a memory leak. Continued receipt and processing of these packets will exhaust all available memory, crashing rpd and creating a Denial of Service (DoS) condition.

Memory usage can be monitored through the use of the 'show task memory detail' command. For example:

user@junos> show task memory detail | match ted-infra
  TED-INFRA-COOKIE             25     1072       28     1184       229



user@junos> 

show task memory detail | match ted-infra
  TED-INFRA-COOKIE             31     1360       34     1472       307

This issue affects:

Junos OS: 

  *  from 23.2 before 23.2R2, 
  *  from 23.4 before 23.4R1-S2, 23.4R2, 
  *  from 24.1 before 24.1R2; 


Junos OS Evolved: 

  *  from 23.2 before 23.2R2-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO, 
  *  from 24.1 before 24.1R2-EVO.


This issue does not affect Junos OS versions before 23.2R1 or Junos OS Evolved versions before 23.2R1-EVO."
